"seccion","edon.x","edo","munn.x","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2015","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","prd_cnv1","pan_clv2","prd_clv2","esc1_panCLV1","esc1_prdCNV1","esc2_panCLV2","esc2_prdCLV2","SQ","dsiSQ_E1"
510,24,"san",20,2,1,1,1,1,1,506,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
511,24,"san",20,2,1,1,1,1,1,507,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
512,24,"san",20,2,1,1,1,1,1,508,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
513,24,"san",20,2,1,1,1,1,1,509,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
514,24,"san",20,2,1,1,1,1,1,510,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
515,24,"san",20,2,1,1,1,1,1,511,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
516,24,"san",20,2,1,1,1,1,1,512,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
517,24,"san",20,2,1,1,1,1,1,513,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
518,24,"san",20,2,1,1,1,1,1,514,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
519,24,"san",20,2,1,1,1,1,1,515,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
520,24,"san",20,2,1,1,1,1,1,516,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
521,24,"san",20,2,1,1,1,1,1,517,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
522,24,"san",20,2,1,1,1,1,1,518,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
523,24,"san",20,2,1,1,1,1,1,519,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
524,24,"san",20,2,1,1,1,1,1,520,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
525,24,"san",20,2,1,1,1,1,1,521,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
526,24,"san",20,2,1,1,1,1,1,522,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
527,24,"san",20,2,1,1,1,1,1,523,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
528,24,"san",20,2,1,1,1,1,1,524,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
529,24,"san",20,2,1,1,1,1,1,525,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
530,24,"san",20,2,1,1,1,1,1,526,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
531,24,"san",20,2,1,1,1,1,1,527,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
532,24,"san",20,2,1,1,1,1,1,528,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
533,24,"san",20,2,1,1,1,1,1,529,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
534,24,"san",20,2,1,1,1,1,1,530,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
535,24,"san",20,2,1,1,1,1,1,531,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
536,24,"san",20,2,1,1,1,1,1,532,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
537,24,"san",20,2,1,1,1,1,1,533,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
538,24,"san",20,2,1,1,1,1,1,534,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
539,24,"san",20,2,1,1,1,1,1,535,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
540,24,"san",20,2,1,1,1,1,1,536,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
541,24,"san",20,2,1,1,1,1,1,537,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
542,24,"san",20,2,1,1,1,1,1,538,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
543,24,"san",20,2,1,1,1,1,1,539,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
544,24,"san",20,2,1,1,1,1,1,540,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
545,24,"san",20,2,1,1,1,1,1,541,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
546,24,"san",20,2,1,1,1,1,1,542,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
547,24,"san",20,2,1,1,1,1,1,543,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
548,24,"san",20,2,1,1,1,1,1,544,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
549,24,"san",20,2,1,1,1,1,1,545,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
550,24,"san",20,2,1,1,1,1,1,546,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
551,24,"san",20,2,1,1,1,1,1,547,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
552,24,"san",20,2,1,1,1,1,1,548,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
553,24,"san",20,2,1,1,1,1,1,549,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
554,24,"san",20,2,1,1,1,1,1,550,24,20,3,1,5,1,3,1,5,0,1,1,0,1,1
555,24,"san",21,3,2,1,1,4,4,551,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
556,24,"san",21,3,2,1,1,4,4,552,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
557,24,"san",21,3,2,1,1,4,4,553,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
558,24,"san",21,3,2,1,1,4,4,554,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
559,24,"san",21,3,2,1,1,4,4,555,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
560,24,"san",21,3,2,1,1,4,4,556,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
561,24,"san",21,3,2,1,1,4,4,557,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
562,24,"san",21,3,2,1,1,4,4,558,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
563,24,"san",21,3,2,1,1,4,4,559,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
564,24,"san",21,3,2,1,1,4,4,560,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
565,24,"san",21,3,2,1,1,4,4,561,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
566,24,"san",21,3,2,1,1,4,4,562,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
567,24,"san",21,3,2,1,1,4,4,563,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
568,24,"san",21,3,2,1,1,4,4,564,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
569,24,"san",21,3,2,1,1,4,4,565,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
570,24,"san",21,3,2,1,1,4,4,566,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
571,24,"san",21,3,2,1,1,4,4,567,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
572,24,"san",21,3,2,1,1,4,4,568,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
573,24,"san",21,3,2,1,1,4,4,569,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
574,24,"san",21,3,2,1,1,4,4,570,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
575,24,"san",21,3,2,1,1,4,4,571,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
576,24,"san",21,3,2,1,1,4,4,572,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
577,24,"san",21,3,2,1,1,4,4,573,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
578,24,"san",21,3,2,1,1,4,4,574,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
579,24,"san",21,3,2,1,1,4,4,575,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
580,24,"san",21,3,2,1,1,4,4,576,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
581,24,"san",21,3,2,1,1,4,4,577,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
582,24,"san",21,3,2,1,1,4,4,578,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
583,24,"san",21,3,2,1,1,4,4,579,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
584,24,"san",21,3,2,1,1,4,4,580,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
585,24,"san",21,3,2,1,1,4,4,581,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
586,24,"san",21,3,2,1,1,4,4,582,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
587,24,"san",21,3,2,1,1,4,4,583,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
588,24,"san",21,3,2,1,1,4,4,584,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
589,24,"san",21,3,2,1,1,4,4,585,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
590,24,"san",21,3,2,1,1,4,4,586,24,21,1,2,1,2,1,2,1,0,1,1,0,3,0.581
591,24,"san",22,6,1,1,1,4,4,587,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
592,24,"san",22,6,1,1,1,4,4,588,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
593,24,"san",22,6,1,1,1,4,4,589,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
594,24,"san",22,6,1,1,1,4,4,590,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
596,24,"san",22,6,1,1,1,4,4,591,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
597,24,"san",22,6,1,1,1,4,4,592,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
598,24,"san",22,6,1,1,1,4,4,593,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
599,24,"san",22,6,1,1,1,4,4,594,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
600,24,"san",22,6,1,1,1,4,4,595,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
601,24,"san",22,6,1,1,1,4,4,596,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
602,24,"san",22,6,1,1,1,4,4,597,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
603,24,"san",22,6,1,1,1,4,4,598,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
604,24,"san",22,6,1,1,1,4,4,599,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
605,24,"san",22,6,1,1,1,4,4,600,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
606,24,"san",22,6,1,1,1,4,4,601,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
607,24,"san",22,6,1,1,1,4,4,602,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
608,24,"san",22,6,1,1,1,4,4,603,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
609,24,"san",22,6,1,1,1,4,4,604,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
610,24,"san",22,6,1,1,1,4,4,605,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
611,24,"san",22,6,1,1,1,4,4,606,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
612,24,"san",22,6,1,1,1,4,4,607,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
613,24,"san",22,6,1,1,1,4,4,608,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
614,24,"san",22,6,1,1,1,4,4,609,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
615,24,"san",22,6,1,1,1,4,4,610,24,22,4,2,1,2,4,2,1,0,1,1,0,4,0.505
616,24,"san",23,4,3,3,3,11,11,611,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
617,24,"san",23,4,3,3,3,11,11,612,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
618,24,"san",23,4,3,3,3,11,11,613,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
619,24,"san",23,4,3,3,3,11,11,614,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
620,24,"san",23,4,3,3,3,11,11,615,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
621,24,"san",23,4,3,3,3,11,11,616,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
622,24,"san",23,4,3,3,3,11,11,617,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
623,24,"san",23,4,3,3,3,11,11,618,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
624,24,"san",23,4,3,3,3,11,11,619,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
625,24,"san",23,4,3,3,3,11,11,620,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
626,24,"san",23,4,3,3,3,11,11,621,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
627,24,"san",23,4,3,3,3,11,11,622,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
628,24,"san",23,4,3,3,3,11,11,623,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
629,24,"san",23,4,3,3,3,11,11,624,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
630,24,"san",23,4,3,3,3,11,11,625,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
631,24,"san",23,4,3,3,3,11,11,626,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
632,24,"san",23,4,3,3,3,11,11,627,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
633,24,"san",23,4,3,3,3,11,11,628,24,23,2,9,3,9,2,9,3,0,1,1,0,10,0.892
634,24,"san",24,3,3,3,3,10,10,629,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
635,24,"san",24,3,3,3,3,10,10,630,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
636,24,"san",24,3,3,3,3,10,10,631,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
637,24,"san",24,3,3,3,3,10,10,632,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
638,24,"san",24,3,3,3,3,10,10,633,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
639,24,"san",24,3,3,3,3,10,10,634,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
640,24,"san",24,3,3,3,3,10,10,635,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
641,24,"san",24,3,3,3,3,10,10,636,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
642,24,"san",24,3,3,3,3,10,10,637,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
643,24,"san",24,3,3,3,3,10,10,638,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
644,24,"san",24,3,3,3,3,10,10,639,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
645,24,"san",24,3,3,3,3,10,10,640,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
646,24,"san",24,3,3,3,3,10,10,641,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
647,24,"san",24,3,3,3,3,10,10,642,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
648,24,"san",24,3,3,3,3,10,10,643,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
649,24,"san",24,3,3,3,3,10,10,644,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
650,24,"san",24,3,3,3,3,10,10,645,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
651,24,"san",24,3,3,3,3,10,10,646,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
652,24,"san",24,3,3,3,3,10,10,647,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
653,24,"san",24,3,3,3,3,10,10,648,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
654,24,"san",24,3,3,3,3,10,10,649,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
655,24,"san",24,3,3,3,3,10,10,650,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
656,24,"san",24,3,3,3,3,10,10,651,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
657,24,"san",24,3,3,3,3,10,10,652,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
658,24,"san",24,3,3,3,3,10,10,653,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
659,24,"san",24,3,3,3,3,10,10,654,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
660,24,"san",24,3,3,3,3,10,10,655,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
661,24,"san",24,3,3,3,3,10,10,656,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
662,24,"san",24,3,3,3,3,10,10,657,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
663,24,"san",24,3,3,3,3,10,10,658,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
664,24,"san",24,3,3,3,3,10,10,659,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
665,24,"san",24,3,3,3,3,10,10,660,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
666,24,"san",24,3,3,3,3,10,10,661,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
667,24,"san",24,3,3,3,3,10,10,662,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
668,24,"san",24,3,3,3,3,10,10,663,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
670,24,"san",24,3,3,3,3,10,10,664,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
671,24,"san",24,3,3,3,3,10,10,665,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
672,24,"san",24,3,3,3,3,10,10,666,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
673,24,"san",24,3,3,3,3,10,10,667,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
674,24,"san",24,3,3,3,3,10,10,668,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
675,24,"san",24,3,3,3,3,10,10,669,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
676,24,"san",24,3,3,3,3,10,10,670,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
677,24,"san",24,3,3,3,3,10,10,671,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
678,24,"san",24,3,3,3,3,10,10,672,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
679,24,"san",24,3,3,3,3,10,10,673,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
680,24,"san",24,3,3,3,3,10,10,674,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
681,24,"san",24,3,3,3,3,10,10,675,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
682,24,"san",24,3,3,3,3,10,10,676,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
683,24,"san",24,3,3,3,3,10,10,677,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
684,24,"san",24,3,3,3,3,10,10,678,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
685,24,"san",24,3,3,3,3,10,10,679,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
686,24,"san",24,3,3,3,3,10,10,680,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
687,24,"san",24,3,3,3,3,10,10,681,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
688,24,"san",24,3,3,3,3,10,10,682,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
689,24,"san",24,3,3,3,3,10,10,683,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
690,24,"san",24,3,3,3,3,10,10,684,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
691,24,"san",24,3,3,3,3,10,10,685,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
692,24,"san",24,3,3,3,3,10,10,686,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
693,24,"san",24,3,3,3,3,10,10,687,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
694,24,"san",24,3,3,3,3,10,10,688,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
695,24,"san",24,3,3,3,3,10,10,689,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
696,24,"san",24,3,3,3,3,10,10,690,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
697,24,"san",24,3,3,3,3,10,10,691,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
698,24,"san",24,3,3,3,3,10,10,692,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
699,24,"san",24,3,3,3,3,10,10,693,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
700,24,"san",24,3,3,3,3,10,10,694,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
701,24,"san",24,3,3,3,3,10,10,695,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
702,24,"san",24,3,3,3,3,10,10,696,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
703,24,"san",24,3,3,3,3,10,10,697,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
704,24,"san",24,3,3,3,3,10,10,698,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
705,24,"san",24,3,3,3,3,10,10,699,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
706,24,"san",24,3,3,3,3,10,10,700,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
707,24,"san",24,3,3,3,3,10,10,701,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
708,24,"san",24,3,3,3,3,10,10,702,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
709,24,"san",24,3,3,3,3,10,10,703,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
710,24,"san",24,3,3,3,3,10,10,704,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
711,24,"san",24,3,3,3,3,10,10,705,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
712,24,"san",24,3,3,3,3,10,10,706,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
713,24,"san",24,3,3,3,3,10,10,707,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
714,24,"san",24,3,3,3,3,10,10,708,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
715,24,"san",24,3,3,3,3,10,10,709,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
716,24,"san",24,3,3,3,3,10,10,710,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
717,24,"san",24,3,3,3,3,10,10,711,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
718,24,"san",24,3,3,3,3,10,10,712,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
719,24,"san",24,3,3,3,3,10,10,713,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
720,24,"san",24,3,3,3,3,10,10,714,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
721,24,"san",24,3,3,3,3,10,10,715,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
722,24,"san",24,3,3,3,3,10,10,716,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
723,24,"san",24,3,3,3,3,10,10,717,24,24,2,8,6,8,2,8,6,0,1,1,0,10,0.892
724,24,"san",25,2,1,1,1,4,4,718,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
725,24,"san",25,2,1,1,1,4,4,719,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
726,24,"san",25,2,1,1,1,4,4,720,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
727,24,"san",25,2,1,1,1,4,4,721,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
728,24,"san",25,2,1,1,1,4,4,722,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
729,24,"san",25,2,1,1,1,4,4,723,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
730,24,"san",25,2,1,1,1,4,4,724,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
731,24,"san",25,2,1,1,1,4,4,725,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
732,24,"san",25,2,1,1,1,4,4,726,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
733,24,"san",25,2,1,1,1,4,4,727,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
734,24,"san",25,2,1,1,1,4,4,728,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
735,24,"san",25,2,1,1,1,4,4,729,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
736,24,"san",25,2,1,1,1,4,4,730,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
737,24,"san",25,2,1,1,1,4,4,731,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
738,24,"san",25,2,1,1,1,4,4,732,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
740,24,"san",25,2,1,1,1,4,4,733,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
741,24,"san",25,2,1,1,1,4,4,734,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
742,24,"san",25,2,1,1,1,4,4,735,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
743,24,"san",25,2,1,1,1,4,4,736,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
744,24,"san",25,2,1,1,1,4,4,737,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
745,24,"san",25,2,1,1,1,4,4,738,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
746,24,"san",25,2,1,1,1,4,4,739,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
747,24,"san",25,2,1,1,1,4,4,740,24,25,4,2,1,2,4,2,1,0,1,1,0,4,0.505
748,24,"san",26,5,4,7,7,13,13,741,24,26,5,11,14,11,5,11,14,0,1,1,0,14,0.273
749,24,"san",26,5,4,7,7,13,13,742,24,26,5,11,14,11,5,11,14,0,1,1,0,14,0.273
750,24,"san",26,5,4,7,7,13,13,743,24,26,5,11,14,11,5,11,14,0,1,1,0,14,0.273
751,24,"san",26,5,4,7,7,13,13,744,24,26,5,11,14,11,5,11,14,0,1,1,0,14,0.273
752,24,"san",26,5,4,7,7,13,13,745,24,26,5,11,14,11,5,11,14,0,1,1,0,14,0.273
753,24,"san",26,5,4,7,7,13,13,746,24,26,5,11,14,11,5,11,14,0,1,1,0,14,0.273
754,24,"san",26,5,4,7,7,13,13,747,24,26,5,11,14,11,5,11,14,0,1,1,0,14,0.273
755,24,"san",26,5,4,7,7,13,13,748,24,26,5,11,14,11,5,11,14,0,1,1,0,14,0.273
756,24,"san",26,5,4,7,7,13,13,749,24,26,5,11,14,11,5,11,14,0,1,1,0,14,0.273
757,24,"san",27,4,3,3,3,11,10,750,24,27,2,9,3,9,2,9,3,0,1,1,0,10,0.892
758,24,"san",27,4,3,3,3,11,10,751,24,27,2,9,3,9,2,9,3,0,1,1,0,10,0.892
759,24,"san",27,4,3,3,3,11,10,752,24,27,2,9,3,9,2,9,3,0,1,1,0,10,0.892
760,24,"san",27,4,3,3,3,11,10,753,24,27,2,9,3,9,2,9,3,0,1,1,0,10,0.892
761,24,"san",27,4,3,3,3,11,10,754,24,27,2,9,3,9,2,9,3,0,1,1,0,10,0.892
762,24,"san",27,4,3,3,3,11,10,755,24,27,2,9,3,9,2,9,3,0,1,1,0,10,0.892
763,24,"san",27,4,3,3,3,11,10,756,24,27,2,9,3,9,2,9,3,0,1,1,0,10,0.892
764,24,"san",27,4,3,3,3,11,10,757,24,27,2,9,3,9,2,9,3,0,1,1,0,10,0.892
765,24,"san",27,4,3,3,3,11,10,758,24,27,2,9,3,9,2,9,3,0,1,1,0,10,0.892
