"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2015","X","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","morena_clv1","morena_iee1","panal_clv1","pes_clv1","pri_clv1","pt_clv1","pvem_clv1","mc_clv2","panal_clv2","pes_clv2","pri_clv2","pt_clv2","pvem_clv2","esc1_morCLV1","esc1_morIEE1","esc1_panalCLV1","esc1_pesCLV1","esc1_mcCLV1","esc1_priCLV1","esc1_ptCLV1","esc1_pvemCLV1","esc2_mcCLV2","esc2_panalCLV2","esc2_pesCLV2","esc2_priCLV2","esc2_ptCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1"
285,10,6,"col",2,2,2,2,10,10,284,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
286,10,6,"col",2,2,2,2,16,10,285,6,10,12,12,7,11,11,10,11,11,12,11,11,11,11,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
287,10,6,"col",2,2,2,2,10,10,286,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
288,10,6,"col",2,2,2,2,10,10,287,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
289,10,6,"col",2,2,2,2,16,10,288,6,10,12,12,7,11,11,10,11,11,12,11,11,11,11,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
290,10,6,"col",2,2,2,2,16,10,289,6,10,12,12,7,11,11,10,11,11,12,11,11,11,11,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
291,10,6,"col",2,2,2,2,10,15,290,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
292,10,6,"col",2,2,2,2,10,15,291,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
293,10,6,"col",2,2,2,2,10,15,292,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
294,10,6,"col",2,2,2,2,10,15,293,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
295,10,6,"col",2,2,2,2,16,16,294,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
296,10,6,"col",2,2,2,2,16,16,295,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
297,10,6,"col",2,2,2,2,16,10,296,6,10,12,12,7,11,11,10,11,11,12,11,11,11,11,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
298,10,6,"col",2,2,2,2,15,9,297,6,10,11,11,8,12,12,15,5,12,11,12,12,12,5,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
299,10,6,"col",2,2,2,2,10,15,298,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
300,10,6,"col",2,2,2,2,10,15,299,6,10,10,10,6,10,10,16,2,10,10,10,10,10,2,10,10,10,10,1,0,0,1,1,1,1,1,0,0,1,1,1,1,10,0.333
301,10,6,"col",2,2,2,2,16,16,300,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
302,10,6,"col",2,2,2,2,15,16,301,6,10,11,11,8,12,12,15,11,12,11,12,12,12,11,12,11,12,11,0,0,1,0,0,1,0,0,1,1,0,1,0,1,15,0.286
303,10,6,"col",2,2,2,2,15,15,302,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
304,10,6,"col",2,2,2,2,15,15,303,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
305,10,6,"col",2,2,2,2,15,15,304,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
306,10,6,"col",2,2,2,2,15,15,305,6,10,11,11,8,12,12,15,2,12,11,12,12,12,2,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
307,10,6,"col",2,2,2,2,15,16,306,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
308,10,6,"col",2,2,2,2,15,15,307,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
309,10,6,"col",2,2,2,2,15,15,308,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
310,10,6,"col",2,2,2,2,15,16,309,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
311,10,6,"col",2,2,2,2,15,16,310,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
312,10,6,"col",2,2,2,2,15,15,311,6,10,11,11,8,12,12,15,5,12,11,12,12,12,5,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
313,10,6,"col",2,2,2,2,15,16,312,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
314,10,6,"col",2,2,2,2,15,16,313,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
315,10,6,"col",2,2,2,2,15,16,314,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
316,10,6,"col",2,2,2,2,15,16,315,6,10,11,11,8,12,12,15,3,12,11,12,12,12,3,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
317,10,6,"col",2,2,2,2,16,10,316,6,10,12,12,7,11,11,10,11,11,12,11,11,11,11,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
318,10,6,"col",2,2,2,2,16,10,317,6,10,12,12,7,11,11,10,11,11,12,11,11,11,11,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
319,10,6,"col",2,2,2,2,16,10,318,6,10,12,12,7,11,11,10,11,11,12,11,11,11,11,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
320,10,6,"col",2,2,2,2,16,10,319,6,10,12,12,7,11,11,10,11,11,12,11,11,11,11,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
321,10,6,"col",2,2,2,2,16,10,320,6,10,12,12,7,11,11,10,11,11,12,11,11,11,11,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
322,10,6,"col",2,2,2,2,15,9,321,6,10,11,11,8,12,12,15,5,12,11,12,12,12,5,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
323,10,6,"col",2,2,2,2,15,9,322,6,10,11,11,8,12,12,15,5,12,11,12,12,12,5,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
324,10,6,"col",2,2,2,2,15,9,323,6,10,11,11,8,12,12,15,5,12,11,12,12,12,5,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
325,10,6,"col",2,2,2,2,16,10,324,6,10,12,12,7,11,11,10,11,11,12,11,11,11,11,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
326,10,6,"col",2,2,2,2,16,9,325,6,10,12,12,7,11,11,10,11,11,12,11,11,11,11,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
327,10,6,"col",2,2,2,2,16,16,326,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
328,10,6,"col",2,2,2,2,15,15,327,6,10,11,11,8,12,12,15,5,12,11,12,12,12,5,12,11,12,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0.286
329,10,6,"col",2,2,2,2,16,16,328,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
330,10,6,"col",2,2,2,2,16,16,329,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
331,10,6,"col",2,2,2,2,16,16,330,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
332,10,6,"col",2,2,2,2,16,16,331,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
333,10,6,"col",2,2,2,2,16,16,332,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
334,10,6,"col",2,2,2,2,16,16,333,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
335,10,6,"col",2,2,2,2,16,16,334,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
336,10,6,"col",2,2,2,2,16,16,335,6,10,12,12,7,11,11,10,3,11,12,11,11,11,3,11,12,11,12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0.3
337,5,6,"col",1,1,1,1,5,4,336,6,5,3,3,13,15,15,8,4,15,16,15,15,15,4,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
338,5,6,"col",1,1,1,1,5,4,337,6,5,3,3,13,15,15,8,4,15,16,15,15,15,4,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
339,5,6,"col",1,1,1,1,8,4,338,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
340,5,6,"col",1,1,1,1,8,4,339,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
341,5,6,"col",1,1,1,1,8,4,340,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
342,5,6,"col",1,1,1,1,8,8,341,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
343,5,6,"col",1,1,1,1,8,8,342,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
344,5,6,"col",1,1,1,1,8,8,343,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
345,5,6,"col",1,1,1,1,8,8,344,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
346,5,6,"col",1,1,1,1,8,8,345,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
347,5,6,"col",1,1,1,1,8,8,346,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
348,5,6,"col",1,1,1,1,8,8,347,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
349,5,6,"col",1,1,1,1,8,8,348,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
350,5,6,"col",1,1,1,1,8,8,349,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
351,5,6,"col",1,1,1,1,8,8,350,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
352,5,6,"col",1,1,1,1,8,8,351,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
353,5,6,"col",1,1,1,1,8,8,352,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
354,5,6,"col",1,1,1,1,8,8,353,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
355,5,6,"col",1,1,1,1,8,8,354,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
356,5,6,"col",1,1,1,1,8,8,355,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
357,5,6,"col",1,1,1,1,8,8,356,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
358,5,6,"col",1,1,1,1,8,8,357,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
359,5,6,"col",1,1,1,1,8,8,358,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
360,5,6,"col",1,1,1,1,8,8,359,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
361,5,6,"col",1,1,1,1,8,8,360,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
362,5,6,"col",1,1,1,1,5,8,361,6,5,3,3,13,15,15,8,7,15,16,15,15,15,7,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
363,5,6,"col",1,1,1,1,5,8,362,6,5,3,3,13,15,15,8,7,15,16,15,15,15,7,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
364,5,6,"col",1,1,1,1,5,8,363,6,5,3,3,13,15,15,8,7,15,16,15,15,15,7,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
365,5,6,"col",1,1,1,1,5,8,364,6,5,3,3,13,15,15,8,7,15,16,15,15,15,7,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
366,5,6,"col",1,1,1,1,5,8,365,6,5,3,3,13,15,15,8,7,15,16,15,15,15,7,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
367,5,6,"col",1,1,1,1,5,8,366,6,5,3,3,13,15,15,8,7,15,16,15,15,15,7,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
368,5,6,"col",1,1,1,1,5,8,367,6,5,3,3,13,15,15,8,7,15,16,15,15,15,7,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
369,5,6,"col",1,1,1,1,5,8,368,6,5,3,3,13,15,15,8,7,15,16,15,15,15,7,15,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.273
370,5,6,"col",1,1,1,1,8,8,369,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
371,5,6,"col",1,1,1,1,8,8,370,6,5,5,5,16,13,13,8,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
372,5,6,"col",1,1,1,1,8,8,371,6,5,5,5,16,13,13,7,7,13,15,13,13,13,7,13,15,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.683
