"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","disloc2013","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","pan_clv2","esc1_panCLV1","esc2_panCLV2","SQ","dsiSQ_E3"
1043,36,32,"zac",5,4,4,2,11,6,"villanueva",1013,32,36,6,6,6,4,6,0,1,10,0.279
1044,36,32,"zac",5,4,4,2,11,6,"villanueva",1014,32,36,6,6,6,4,6,0,1,10,0.279
1045,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1015,32,36,6,6,4,4,4,0,0,6,0.512
1046,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1016,32,36,6,6,4,4,4,0,0,6,0.512
1047,36,32,"zac",5,4,4,2,11,6,"villanueva",1017,32,36,6,6,6,4,6,0,1,10,0.279
1048,36,32,"zac",5,4,4,2,11,6,"villanueva",1018,32,36,6,6,6,4,6,0,1,10,0.279
1049,36,32,"zac",5,4,4,2,11,6,"villanueva",1019,32,36,6,6,6,4,6,0,1,10,0.279
1050,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1020,32,36,6,6,4,4,4,0,0,6,0.512
1051,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1021,32,36,6,6,4,4,4,0,0,6,0.512
1052,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1022,32,36,6,6,4,4,4,0,0,6,0.512
1053,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1023,32,36,6,6,4,4,4,0,0,6,0.512
1054,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1024,32,36,6,6,4,4,4,0,0,6,0.512
1055,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1025,32,36,6,6,4,4,4,0,0,6,0.512
1056,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1026,32,36,6,6,4,4,4,0,0,6,0.512
1057,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1027,32,36,6,6,4,4,4,0,0,6,0.512
1058,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1028,32,36,6,6,4,4,4,0,0,6,0.512
1059,36,32,"zac",5,4,4,2,11,6,"villanueva",1029,32,36,6,6,6,4,6,0,1,10,0.279
1060,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1030,32,36,6,6,4,4,4,0,0,6,0.512
1061,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1031,32,36,6,6,4,4,4,0,0,6,0.512
1062,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1032,32,36,6,6,4,4,4,0,0,6,0.512
1063,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1033,32,36,6,6,4,4,4,0,0,6,0.512
1064,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1034,32,36,6,6,4,4,4,0,0,6,0.512
1065,36,32,"zac",5,4,4,2,11,6,"villanueva",1035,32,36,6,6,6,4,6,0,1,10,0.279
1066,36,32,"zac",5,4,4,2,11,6,"villanueva",1036,32,36,6,6,6,4,6,0,1,10,0.279
1067,36,32,"zac",5,4,4,2,11,6,"villanueva",1037,32,36,6,6,6,4,6,0,1,10,0.279
1068,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1038,32,36,6,6,4,4,4,0,0,6,0.512
1069,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1039,32,36,6,6,4,4,4,0,0,6,0.512
1070,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1040,32,36,6,6,4,4,4,0,0,6,0.512
1071,36,32,"zac",5,4,4,2,11,6,"villanueva",1041,32,36,6,6,6,4,6,0,1,10,0.279
1072,36,32,"zac",5,4,4,2,11,6,"villanueva",1042,32,36,6,6,6,4,6,0,1,10,0.279
1073,36,32,"zac",5,4,4,2,11,6,"villanueva",1043,32,36,6,6,6,4,6,0,1,10,0.279
1074,36,32,"zac",5,4,4,2,11,6,"villanueva",1044,32,36,6,6,6,4,6,0,1,10,0.279
1075,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1045,32,36,6,6,4,4,4,0,0,6,0.512
1076,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1046,32,36,6,6,4,4,4,0,0,6,0.512
1077,36,32,"zac",5,4,4,2,11,6,"villanueva",1047,32,36,6,6,6,4,6,0,1,10,0.279
1078,36,32,"zac",5,4,4,2,11,6,"villanueva",1048,32,36,6,6,6,4,6,0,1,10,0.279
1079,36,32,"zac",5,4,4,2,8,6,"ojocaliente",1049,32,36,6,6,4,4,4,0,0,6,0.512
1080,37,32,"zac",5,3,3,3,12,3,"villa de cos",1050,32,37,15,15,15,10,15,0,1,18,0.912
1081,37,32,"zac",5,3,3,3,12,3,"villa de cos",1051,32,37,15,15,15,10,15,0,1,18,0.912
1082,37,32,"zac",5,3,3,3,12,3,"villa de cos",1052,32,37,15,15,15,10,15,0,1,18,0.912
1083,37,32,"zac",5,3,3,3,12,3,"villa de cos",1053,32,37,15,15,15,10,15,0,1,18,0.912
1084,37,32,"zac",5,3,3,3,12,3,"villa de cos",1054,32,37,15,15,15,10,15,0,1,18,0.912
1085,37,32,"zac",5,3,3,3,12,3,"villa de cos",1055,32,37,15,15,15,10,15,0,1,18,0.912
1086,37,32,"zac",5,3,3,3,12,3,"villa de cos",1056,32,37,15,15,15,10,15,0,1,18,0.912
1087,37,32,"zac",5,3,3,3,12,3,"villa de cos",1057,32,37,15,15,15,10,15,0,1,18,0.912
1088,37,32,"zac",5,3,3,3,12,3,"villa de cos",1058,32,37,15,15,15,10,15,0,1,18,0.912
1089,37,32,"zac",5,3,3,3,12,3,"villa de cos",1059,32,37,15,15,15,10,15,0,1,18,0.912
1090,37,32,"zac",5,3,3,3,12,3,"villa de cos",1060,32,37,15,15,15,10,15,0,1,18,0.912
1091,37,32,"zac",5,3,3,3,12,3,"villa de cos",1061,32,37,15,15,15,10,15,0,1,18,0.912
1092,37,32,"zac",5,3,3,3,12,3,"villa de cos",1062,32,37,15,15,15,10,15,0,1,18,0.912
1093,37,32,"zac",5,3,3,3,12,3,"villa de cos",1063,32,37,15,15,15,10,15,0,1,18,0.912
1094,38,32,"zac",5,4,4,4,15,13,"pinos",1064,32,38,5,5,1,2,1,0,0,13,1
1095,38,32,"zac",5,4,4,4,15,13,"pinos",1065,32,38,5,5,1,2,1,0,0,13,1
1096,38,32,"zac",5,4,4,4,15,13,"pinos",1066,32,38,5,5,1,2,1,0,0,13,1
1097,38,32,"zac",5,4,4,4,15,13,"pinos",1067,32,38,5,5,1,2,1,0,0,13,1
1098,38,32,"zac",5,4,4,4,15,13,"pinos",1068,32,38,5,5,1,2,1,0,0,13,1
1099,38,32,"zac",5,4,4,4,15,13,"pinos",1069,32,38,5,5,1,2,1,0,0,13,1
1100,38,32,"zac",5,4,4,4,15,13,"pinos",1070,32,38,5,5,1,2,1,0,0,13,1
1101,38,32,"zac",5,4,4,4,15,13,"pinos",1071,32,38,5,5,1,2,1,0,0,13,1
1102,38,32,"zac",5,4,4,4,15,13,"pinos",1072,32,38,5,5,1,2,1,0,0,13,1
1103,38,32,"zac",5,4,4,4,15,13,"pinos",1073,32,38,5,5,1,2,1,0,0,13,1
1104,38,32,"zac",5,4,4,4,15,13,"pinos",1074,32,38,5,5,1,2,1,0,0,13,1
1105,38,32,"zac",5,4,4,4,15,13,"pinos",1075,32,38,5,5,1,2,1,0,0,13,1
1106,38,32,"zac",5,4,4,4,15,13,"pinos",1076,32,38,5,5,1,2,1,0,0,13,1
1107,38,32,"zac",5,4,4,4,15,13,"pinos",1077,32,38,5,5,1,2,1,0,0,13,1
1108,38,32,"zac",5,4,4,4,15,13,"pinos",1078,32,38,5,5,1,2,1,0,0,13,1
1109,38,32,"zac",5,4,4,4,15,13,"pinos",1079,32,38,5,5,1,2,1,0,0,13,1
1110,38,32,"zac",5,4,4,4,15,13,"pinos",1080,32,38,5,5,1,2,1,0,0,13,1
1111,38,32,"zac",5,4,4,4,15,13,"pinos",1081,32,38,5,5,1,2,1,0,0,13,1
1112,38,32,"zac",5,4,4,4,15,13,"pinos",1082,32,38,5,5,1,2,1,0,0,13,1
1113,38,32,"zac",5,4,4,4,15,13,"pinos",1083,32,38,5,5,1,2,1,0,0,13,1
1114,38,32,"zac",5,4,4,4,15,13,"pinos",1084,32,38,5,5,1,2,1,0,0,13,1
1115,38,32,"zac",5,4,4,4,15,13,"pinos",1085,32,38,5,5,1,2,1,0,0,13,1
1116,38,32,"zac",5,4,4,4,15,13,"pinos",1086,32,38,5,5,1,2,1,0,0,13,1
1117,38,32,"zac",5,4,4,4,15,13,"pinos",1087,32,38,5,5,1,2,1,0,0,13,1
1118,38,32,"zac",5,4,4,4,15,13,"pinos",1088,32,38,5,5,1,2,1,0,0,13,1
1119,38,32,"zac",5,4,4,4,15,13,"pinos",1089,32,38,5,5,1,2,1,0,0,13,1
1120,38,32,"zac",5,4,4,4,15,13,"pinos",1090,32,38,5,5,1,2,1,0,0,13,1
1121,38,32,"zac",5,4,4,4,15,13,"pinos",1091,32,38,5,5,1,2,1,0,0,13,1
1122,38,32,"zac",5,4,4,4,15,13,"pinos",1092,32,38,5,5,1,2,1,0,0,13,1
1123,38,32,"zac",5,4,4,4,15,13,"pinos",1093,32,38,5,5,1,2,1,0,0,13,1
1124,38,32,"zac",5,4,4,4,15,13,"pinos",1094,32,38,5,5,1,2,1,0,0,13,1
1125,38,32,"zac",5,4,4,4,15,13,"pinos",1095,32,38,5,5,1,2,1,0,0,13,1
1126,38,32,"zac",5,4,4,4,15,13,"pinos",1096,32,38,5,5,1,2,1,0,0,13,1
1127,38,32,"zac",5,4,4,4,15,13,"pinos",1097,32,38,5,5,1,2,1,0,0,13,1
1128,38,32,"zac",5,4,4,4,15,13,"pinos",1098,32,38,5,5,1,2,1,0,0,13,1
1129,38,32,"zac",5,4,4,4,15,13,"pinos",1099,32,38,5,5,1,2,1,0,0,13,1
1130,38,32,"zac",5,4,4,4,15,13,"pinos",1100,32,38,5,5,1,2,1,0,0,13,1
1131,38,32,"zac",5,4,4,4,15,13,"pinos",1101,32,38,5,5,1,2,1,0,0,13,1
1132,38,32,"zac",5,4,4,4,15,13,"pinos",1102,32,38,5,5,1,2,1,0,0,13,1
1133,38,32,"zac",5,4,4,4,15,13,"pinos",1103,32,38,5,5,1,2,1,0,0,13,1
1134,38,32,"zac",5,4,4,4,15,13,"pinos",1104,32,38,5,5,1,2,1,0,0,13,1
1135,38,32,"zac",5,4,4,4,15,13,"pinos",1105,32,38,5,5,1,2,1,0,0,13,1
1136,38,32,"zac",5,4,4,4,15,13,"pinos",1106,32,38,5,5,1,2,1,0,0,13,1
1137,38,32,"zac",5,4,4,4,15,13,"pinos",1107,32,38,5,5,1,2,1,0,0,13,1
1138,38,32,"zac",5,4,4,4,15,13,"pinos",1108,32,38,5,5,1,2,1,0,0,13,1
1139,38,32,"zac",5,4,4,4,15,13,"pinos",1109,32,38,5,5,1,2,1,0,0,13,1
1140,38,32,"zac",5,4,4,4,15,13,"pinos",1110,32,38,5,5,1,2,1,0,0,13,1
1141,38,32,"zac",5,4,4,4,15,13,"pinos",1111,32,38,5,5,1,2,1,0,0,13,1
1142,38,32,"zac",5,4,4,4,15,13,"pinos",1112,32,38,5,5,1,2,1,0,0,13,1
1143,38,32,"zac",5,4,4,4,15,13,"pinos",1113,32,38,5,5,1,2,1,0,0,13,1
1144,38,32,"zac",5,4,4,4,15,13,"pinos",1114,32,38,5,5,1,2,1,0,0,13,1
1145,38,32,"zac",5,4,4,4,15,13,"pinos",1115,32,38,5,5,1,2,1,0,0,13,1
1146,38,32,"zac",5,4,4,4,15,13,"pinos",1116,32,38,5,5,1,2,1,0,0,13,1
1147,38,32,"zac",5,4,4,4,15,13,"pinos",1117,32,38,5,5,1,2,1,0,0,13,1
1148,38,32,"zac",5,4,4,4,15,13,"pinos",1118,32,38,5,5,1,2,1,0,0,13,1
1149,38,32,"zac",5,4,4,4,15,13,"pinos",1119,32,38,5,5,1,2,1,0,0,13,1
1150,38,32,"zac",5,4,4,4,15,13,"pinos",1120,32,38,5,5,1,2,1,0,0,13,1
1151,38,32,"zac",5,4,4,4,15,13,"pinos",1121,32,38,5,5,1,2,1,0,0,13,1
1152,38,32,"zac",5,4,4,4,15,13,"pinos",1122,32,38,5,5,1,2,1,0,0,13,1
1153,38,32,"zac",5,4,4,4,15,13,"pinos",1123,32,38,5,5,1,2,1,0,0,13,1
1154,38,32,"zac",5,4,4,4,15,13,"pinos",1124,32,38,5,5,1,2,1,0,0,13,1
1155,38,32,"zac",5,4,4,4,15,13,"pinos",1125,32,38,5,5,1,2,1,0,0,13,1
1156,38,32,"zac",5,4,4,4,15,13,"pinos",1126,32,38,5,5,1,2,1,0,0,13,1
1157,38,32,"zac",5,4,4,4,15,13,"pinos",1127,32,38,5,5,1,2,1,0,0,13,1
1158,38,32,"zac",5,4,4,4,15,13,"pinos",1128,32,38,5,5,1,2,1,0,0,13,1
1159,38,32,"zac",5,4,4,4,15,13,"pinos",1129,32,38,5,5,1,2,1,0,0,13,1
1160,38,32,"zac",5,4,4,4,15,13,"pinos",1130,32,38,5,5,1,2,1,0,0,13,1
1161,38,32,"zac",5,4,4,4,15,13,"pinos",1131,32,38,5,5,1,2,1,0,0,13,1
1162,38,32,"zac",5,4,4,4,15,13,"pinos",1132,32,38,5,5,1,2,1,0,0,13,1
1163,38,32,"zac",5,4,4,4,15,13,"pinos",1133,32,38,5,5,1,2,1,0,0,13,1
1164,38,32,"zac",5,4,4,4,15,13,"pinos",1134,32,38,5,5,1,2,1,0,0,13,1
1165,38,32,"zac",5,4,4,4,15,13,"pinos",1135,32,38,5,5,1,2,1,0,0,13,1
1166,38,32,"zac",5,4,4,4,15,13,"pinos",1136,32,38,5,5,1,2,1,0,0,13,1
1167,38,32,"zac",5,4,4,4,15,13,"pinos",1137,32,38,5,5,1,2,1,0,0,13,1
1169,38,32,"zac",5,4,4,4,15,13,"pinos",1138,32,38,5,5,1,2,1,0,0,13,1
1170,38,32,"zac",5,4,4,4,15,13,"pinos",1139,32,38,5,5,1,2,1,0,0,13,1
1171,38,32,"zac",5,4,4,4,15,13,"pinos",1140,32,38,5,5,1,2,1,0,0,13,1
1172,38,32,"zac",5,4,4,4,15,13,"pinos",1141,32,38,5,5,1,2,1,0,0,13,1
1173,38,32,"zac",5,4,4,4,15,13,"pinos",1142,32,38,5,5,1,2,1,0,0,13,1
1174,38,32,"zac",5,4,4,4,15,13,"pinos",1143,32,38,5,5,1,2,1,0,0,13,1
1175,38,32,"zac",5,4,4,4,15,13,"pinos",1144,32,38,5,5,1,2,1,0,0,13,1
1176,38,32,"zac",5,4,4,4,15,13,"pinos",1145,32,38,5,5,1,2,1,0,0,13,1
1177,38,32,"zac",5,4,4,4,15,13,"pinos",1146,32,38,5,5,1,2,1,0,0,13,1
1178,38,32,"zac",5,4,4,4,15,13,"pinos",1147,32,38,5,5,1,2,1,0,0,13,1
1179,38,32,"zac",5,4,4,4,15,13,"pinos",1148,32,38,5,5,1,2,1,0,0,13,1
1180,38,32,"zac",5,4,4,4,15,13,"pinos",1149,32,38,5,5,1,2,1,0,0,13,1
1181,38,32,"zac",5,4,4,4,15,13,"pinos",1150,32,38,5,5,1,2,1,0,0,13,1
1182,38,32,"zac",5,4,4,4,15,13,"pinos",1151,32,38,5,5,1,2,1,0,0,13,1
1183,38,32,"zac",5,4,4,4,15,13,"pinos",1152,32,38,5,5,1,2,1,0,0,13,1
1184,38,32,"zac",5,4,4,4,15,13,"pinos",1153,32,38,5,5,1,2,1,0,0,13,1
1185,38,32,"zac",5,4,4,4,15,13,"pinos",1154,32,38,5,5,1,2,1,0,0,13,1
1186,38,32,"zac",5,4,4,4,15,13,"pinos",1155,32,38,5,5,1,2,1,0,0,13,1
1187,38,32,"zac",5,4,4,4,15,13,"pinos",1156,32,38,5,5,1,2,1,0,0,13,1
1188,38,32,"zac",5,4,4,4,15,13,"pinos",1157,32,38,5,5,1,2,1,0,0,13,1
1189,38,32,"zac",5,4,4,4,15,13,"pinos",1158,32,38,5,5,1,2,1,0,0,13,1
1190,38,32,"zac",5,4,4,4,15,13,"pinos",1159,32,38,5,5,1,2,1,0,0,13,1
1191,38,32,"zac",5,4,4,4,15,13,"pinos",1160,32,38,5,5,1,2,1,0,0,13,1
1192,39,32,"zac",4,2,3,3,18,12,"juan aldama",1161,32,39,16,16,16,16,16,1,1,17,0.878
1193,39,32,"zac",4,2,3,3,18,12,"juan aldama",1162,32,39,16,16,16,17,16,0,1,17,0.878
1194,39,32,"zac",4,2,3,3,18,12,"juan aldama",1163,32,39,16,16,16,17,16,0,1,17,0.878
1195,39,32,"zac",4,2,3,3,16,12,"rio grande",1164,32,39,16,16,17,17,17,0,0,12,0.881
1196,39,32,"zac",4,2,3,3,16,12,"rio grande",1165,32,39,16,16,17,17,17,0,0,12,0.881
1197,39,32,"zac",4,2,3,3,16,12,"rio grande",1166,32,39,16,16,17,17,17,0,0,12,0.881
1198,39,32,"zac",4,2,3,3,16,12,"rio grande",1167,32,39,16,16,17,17,17,0,0,12,0.881
1199,39,32,"zac",4,2,3,3,18,12,"juan aldama",1168,32,39,16,16,16,17,16,0,1,17,0.878
1200,39,32,"zac",4,2,3,3,18,12,"juan aldama",1169,32,39,16,16,16,17,16,0,1,17,0.878
1201,39,32,"zac",4,2,3,3,18,12,"juan aldama",1170,32,39,16,16,16,17,16,0,1,17,0.878
1202,39,32,"zac",4,2,3,3,18,12,"juan aldama",1171,32,39,16,16,16,17,16,0,1,17,0.878
1203,39,32,"zac",4,2,3,3,16,12,"rio grande",1172,32,39,16,16,17,17,17,0,0,12,0.881
1204,39,32,"zac",4,2,3,3,16,12,"rio grande",1173,32,39,16,16,17,17,17,0,0,12,0.881
1205,39,32,"zac",4,2,3,3,16,12,"rio grande",1174,32,39,16,16,17,17,17,0,0,12,0.881
1206,39,32,"zac",4,2,3,3,18,12,"juan aldama",1175,32,39,16,16,16,17,16,0,1,17,0.878
1207,39,32,"zac",4,2,3,3,16,12,"rio grande",1176,32,39,16,16,17,17,17,0,0,12,0.881
1208,39,32,"zac",4,2,3,3,16,12,"rio grande",1177,32,39,16,16,17,17,17,0,0,12,0.881
1209,39,32,"zac",4,2,3,3,16,12,"rio grande",1178,32,39,16,16,17,17,17,0,0,12,0.881
1210,39,32,"zac",4,2,3,3,16,12,"rio grande",1179,32,39,16,16,17,17,17,0,0,12,0.881
1211,39,32,"zac",4,2,3,3,16,12,"rio grande",1180,32,39,16,16,17,17,17,0,0,12,0.881
1212,39,32,"zac",4,2,3,3,16,12,"rio grande",1181,32,39,16,16,17,17,17,0,0,12,0.881
1213,39,32,"zac",4,2,3,3,16,12,"rio grande",1182,32,39,16,16,17,17,17,0,0,12,0.881
1214,39,32,"zac",4,2,3,3,16,12,"rio grande",1183,32,39,16,16,17,17,17,0,0,12,0.881
1215,39,32,"zac",4,2,3,3,16,12,"rio grande",1184,32,39,16,16,17,17,17,0,0,12,0.881
1216,39,32,"zac",4,2,3,3,16,12,"rio grande",1185,32,39,16,16,17,17,17,0,0,12,0.881
1217,39,32,"zac",4,2,3,3,16,12,"rio grande",1186,32,39,16,16,17,17,17,0,0,12,0.881
1218,39,32,"zac",4,2,3,3,16,12,"rio grande",1187,32,39,16,16,17,17,17,0,0,12,0.881
1219,39,32,"zac",4,2,3,3,16,12,"rio grande",1188,32,39,16,16,17,17,17,0,0,12,0.881
1220,39,32,"zac",4,2,3,3,16,12,"rio grande",1189,32,39,16,16,17,17,17,0,0,12,0.881
1221,39,32,"zac",4,2,3,3,16,12,"rio grande",1190,32,39,16,16,17,17,17,0,0,12,0.881
1222,39,32,"zac",4,2,3,3,16,12,"rio grande",1191,32,39,16,16,17,17,17,0,0,12,0.881
1223,39,32,"zac",4,2,3,3,16,12,"rio grande",1192,32,39,16,16,17,17,17,0,0,12,0.881
1224,39,32,"zac",4,2,3,3,16,12,"rio grande",1193,32,39,16,16,17,17,17,0,0,12,0.881
1225,39,32,"zac",4,2,3,3,18,12,"juan aldama",1194,32,39,16,16,16,16,16,1,1,17,0.878
1226,39,32,"zac",4,2,3,3,18,12,"juan aldama",1195,32,39,16,16,16,16,16,1,1,17,0.878
1227,39,32,"zac",4,2,3,3,16,12,"rio grande",1196,32,39,16,16,17,16,17,1,0,12,0.881
1228,39,32,"zac",4,2,3,3,16,12,"rio grande",1197,32,39,16,16,17,16,17,1,0,12,0.881
1229,39,32,"zac",4,2,3,3,16,12,"rio grande",1198,32,39,16,16,17,16,17,1,0,12,0.881
1230,39,32,"zac",4,2,3,3,16,12,"rio grande",1199,32,39,16,16,17,16,17,1,0,12,0.881
1231,39,32,"zac",4,2,3,3,16,12,"rio grande",1200,32,39,16,16,17,17,17,0,0,12,0.881
1232,39,32,"zac",4,2,3,3,16,12,"rio grande",1201,32,39,16,16,17,17,17,0,0,12,0.881
1233,39,32,"zac",4,2,3,3,18,12,"juan aldama",1202,32,39,16,16,16,16,16,1,1,17,0.878
1234,39,32,"zac",4,2,3,3,18,12,"juan aldama",1203,32,39,16,16,16,16,16,1,1,17,0.878
1235,39,32,"zac",4,2,3,3,16,12,"rio grande",1204,32,39,16,16,17,17,17,0,0,12,0.881
1236,39,32,"zac",4,2,3,3,16,12,"rio grande",1205,32,39,16,16,17,17,17,0,0,12,0.881
1237,39,32,"zac",4,2,3,3,16,12,"rio grande",1206,32,39,16,16,17,17,17,0,0,12,0.881
1238,39,32,"zac",4,2,3,3,16,12,"rio grande",1207,32,39,16,16,17,17,17,0,0,12,0.881
1239,39,32,"zac",4,2,3,3,16,12,"rio grande",1208,32,39,16,16,17,17,17,0,0,12,0.881
1240,39,32,"zac",4,2,3,3,16,12,"rio grande",1209,32,39,16,16,17,17,17,0,0,12,0.881
1241,39,32,"zac",4,2,3,3,16,12,"rio grande",1210,32,39,16,16,17,17,17,0,0,12,0.881
1242,39,32,"zac",4,2,3,3,16,12,"rio grande",1211,32,39,16,16,17,17,17,0,0,12,0.881
1243,39,32,"zac",4,2,3,3,16,12,"rio grande",1212,32,39,16,16,17,17,17,0,0,12,0.881
1244,39,32,"zac",4,2,3,3,16,12,"rio grande",1213,32,39,16,16,17,17,17,0,0,12,0.881
1245,39,32,"zac",4,2,3,3,16,12,"rio grande",1214,32,39,16,16,17,17,17,0,0,12,0.881
1246,39,32,"zac",4,2,3,3,16,12,"rio grande",1215,32,39,16,16,17,17,17,0,0,12,0.881
1247,39,32,"zac",4,2,3,3,16,12,"rio grande",1216,32,39,16,16,17,17,17,0,0,12,0.881
1248,39,32,"zac",4,2,3,3,16,12,"rio grande",1217,32,39,16,16,17,17,17,0,0,12,0.881
1249,39,32,"zac",4,2,3,3,16,12,"rio grande",1218,32,39,16,16,17,17,17,0,0,12,0.881
1250,39,32,"zac",4,2,3,3,16,12,"rio grande",1219,32,39,16,16,17,17,17,0,0,12,0.881
1251,39,32,"zac",4,2,3,3,16,12,"rio grande",1220,32,39,16,16,17,17,17,0,0,12,0.881
1252,39,32,"zac",4,2,3,3,16,12,"rio grande",1221,32,39,16,16,17,17,17,0,0,12,0.881
1253,39,32,"zac",4,2,3,3,16,12,"rio grande",1222,32,39,16,16,17,17,17,0,0,12,0.881
1255,39,32,"zac",4,2,3,3,16,12,"rio grande",1223,32,39,16,16,17,17,17,0,0,12,0.881
1256,40,32,"zac",4,2,1,1,16,12,"rio grande",1224,32,40,16,16,17,17,17,0,0,12,0.881
1257,40,32,"zac",4,2,1,1,16,12,"rio grande",1225,32,40,16,16,17,17,17,0,0,12,0.881
1258,40,32,"zac",4,2,1,1,16,12,"rio grande",1226,32,40,16,16,17,17,17,0,0,12,0.881
1259,40,32,"zac",4,2,1,1,16,12,"rio grande",1227,32,40,16,16,17,17,17,0,0,12,0.881
1260,40,32,"zac",4,2,1,1,16,12,"rio grande",1228,32,40,16,16,17,17,17,0,0,12,0.881
1261,40,32,"zac",4,2,1,1,16,12,"rio grande",1229,32,40,16,16,17,17,17,0,0,12,0.881
1262,40,32,"zac",4,2,1,1,16,12,"rio grande",1230,32,40,16,16,17,17,17,0,0,12,0.881
1263,40,32,"zac",4,2,1,1,16,12,"rio grande",1231,32,40,16,16,17,17,17,0,0,12,0.881
1264,40,32,"zac",4,2,1,1,16,12,"rio grande",1232,32,40,16,16,17,17,17,0,0,12,0.881
1265,40,32,"zac",4,2,1,1,16,12,"rio grande",1233,32,40,16,16,17,17,17,0,0,12,0.881
1266,40,32,"zac",4,2,1,1,16,12,"rio grande",1234,32,40,16,16,17,17,17,0,0,12,0.881
1267,40,32,"zac",4,2,1,1,16,12,"rio grande",1235,32,40,16,16,17,17,17,0,0,12,0.881
1268,40,32,"zac",4,2,1,1,16,12,"rio grande",1236,32,40,16,16,17,17,17,0,0,12,0.881
1269,40,32,"zac",4,2,1,1,16,12,"rio grande",1237,32,40,16,16,17,17,17,0,0,12,0.881
1270,40,32,"zac",4,2,1,1,16,12,"rio grande",1238,32,40,16,16,17,17,17,0,0,12,0.881
1271,40,32,"zac",4,2,1,1,16,12,"rio grande",1239,32,40,16,16,17,17,17,0,0,12,0.881
1272,40,32,"zac",4,2,1,1,16,12,"rio grande",1240,32,40,16,16,17,17,17,0,0,12,0.881
1273,40,32,"zac",4,2,1,1,16,12,"rio grande",1241,32,40,16,16,17,17,17,0,0,12,0.881
1274,40,32,"zac",4,2,1,1,16,12,"rio grande",1242,32,40,16,16,17,17,17,0,0,12,0.881
1275,40,32,"zac",4,2,1,1,16,12,"rio grande",1243,32,40,16,16,17,17,17,0,0,12,0.881
1276,40,32,"zac",4,2,1,1,16,12,"rio grande",1244,32,40,16,16,17,17,17,0,0,12,0.881
1277,40,32,"zac",4,2,1,1,16,12,"rio grande",1245,32,40,16,16,17,17,17,0,0,12,0.881
1278,40,32,"zac",4,2,1,1,16,12,"rio grande",1246,32,40,16,16,17,17,17,0,0,12,0.881
1279,40,32,"zac",4,2,1,1,16,12,"rio grande",1247,32,40,16,16,17,17,17,0,0,12,0.881
1280,40,32,"zac",4,2,1,1,16,12,"rio grande",1248,32,40,16,16,17,17,17,0,0,12,0.881
1281,40,32,"zac",4,2,1,1,16,12,"rio grande",1249,32,40,16,16,17,17,17,0,0,12,0.881
1282,40,32,"zac",4,2,1,1,16,12,"rio grande",1250,32,40,16,16,17,17,17,0,0,12,0.881
1283,41,32,"zac",4,1,3,3,12,18,"villa de cos",1251,32,41,18,18,15,14,15,0,0,18,0.912
1284,41,32,"zac",4,1,3,3,12,18,"villa de cos",1252,32,41,18,18,15,14,15,0,0,18,0.912
1285,41,32,"zac",4,1,3,3,12,18,"villa de cos",1253,32,41,18,18,15,14,15,0,0,18,0.912
1286,41,32,"zac",4,1,3,3,12,18,"villa de cos",1254,32,41,18,18,15,14,15,0,0,18,0.912
1287,41,32,"zac",4,1,3,3,12,18,"villa de cos",1255,32,41,18,18,15,14,15,0,0,18,0.912
1288,41,32,"zac",4,1,3,3,12,18,"villa de cos",1256,32,41,18,18,15,14,15,0,0,18,0.912
1289,42,32,"zac",2,2,1,1,17,16,"chalchihuites",1257,32,42,17,17,18,15,18,0,0,16,1
1290,42,32,"zac",2,2,1,1,17,16,"chalchihuites",1258,32,42,17,17,18,15,18,0,0,16,1
1291,42,32,"zac",2,2,1,1,17,16,"chalchihuites",1259,32,42,17,17,18,15,18,0,0,16,1
1292,42,32,"zac",2,2,1,1,17,16,"chalchihuites",1260,32,42,17,17,18,15,18,0,0,16,1
1293,42,32,"zac",2,2,1,1,17,16,"chalchihuites",1261,32,42,17,17,18,15,18,0,0,16,1
1294,42,32,"zac",2,2,1,1,17,16,"chalchihuites",1262,32,42,17,17,18,15,18,0,0,16,1
1295,42,32,"zac",2,2,1,1,17,16,"chalchihuites",1263,32,42,17,17,18,15,18,0,0,16,1
